Lintang,Bujur,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3,Unix,Date
-2.9831,104.7527,2056.12,6.03,43.87,0.76,14.31,50.03,55.2,3.89,"1,697,889,600.00",2023-10-21
-2.9831,104.7527,2216.34,8.83,34.62,0.33,11.44,63.4,70.56,4.81,"1,697,893,200.00",2023-10-21
-2.9831,104.7527,2643.59,19.45,24.33,0.01,10.73,88.27,98.32,6.78,"1,697,896,800.00",2023-10-21
-2.9831,104.7527,2990.72,29.5,19.02,0,12.4,111.67,123.81,10.89,"1,697,900,400.00",2023-10-21
-2.9831,104.7527,3124.24,37.1,16.79,0,13.47,124.91,137.63,12.54,"1,697,904,000.00",2023-10-21
-2.9831,104.7527,2964.02,38.44,15.08,0,9.3,122.72,133,5.64,"1,697,907,600.00",2023-10-21
-2.9831,104.7527,2323.15,26.15,16.96,0.01,5.96,101.4,107.13,2.41,"1,697,911,200.00",2023-10-21
-2.9831,104.7527,1148.22,2.01,20.91,2.1,5.25,50.93,53.63,1.49,"1,697,914,800.00",2023-10-21
-2.9831,104.7527,801.09,0.59,13.37,2.77,4.29,34.44,36.43,1.57,"1,697,918,400.00",2023-10-21
-2.9831,104.7527,634.19,0.8,10.54,2.03,4.35,26.76,28.34,1.68,"1,697,922,000.00",2023-10-21
-2.9831,104.7527,554.08,0.75,10.97,2.82,5.25,22.44,23.8,1.71,"1,697,925,600.00",2023-10-21
-2.9831,104.7527,540.73,0.87,12.34,2.91,6.44,20.81,22.27,1.93,"1,697,929,200.00",2023-10-21
-2.9831,104.7527,647.54,2.54,14.05,1.7,8.23,23.03,25.14,2.91,"1,697,932,800.00",2023-10-22
-2.9831,104.7527,801.09,4.92,18.16,2.46,11.56,25.82,28.35,3.61,"1,697,936,400.00",2023-10-22
-2.9831,104.7527,934.6,5.87,25.36,3.26,15.74,28.69,31.65,4.12,"1,697,940,000.00",2023-10-22
-2.9831,104.7527,921.25,4.69,31.87,5.41,18.36,29.41,32.86,4.43,"1,697,943,600.00",2023-10-22
-2.9831,104.7527,761.03,1.82,28.1,22.71,15.02,27.4,31.21,3.64,"1,697,947,200.00",2023-10-22
-2.9831,104.7527,600.81,0.23,20.56,37.19,10.97,26.04,30.09,2.79,"1,697,950,800.00",2023-10-22
-2.9831,104.7527,507.35,0.07,12.51,45.06,7.09,25.23,29.06,2.12,"1,697,954,400.00",2023-10-22
-2.9831,104.7527,600.81,0.2,14.05,43.99,8.34,27.7,31.29,3.13,"1,697,958,000.00",2023-10-22
-2.9831,104.7527,741,0.17,20.73,35.76,11.92,30.38,33.67,3.93,"1,697,961,600.00",2023-10-22
-2.9831,104.7527,781.06,0.15,20.91,33.26,11.21,30.02,32.66,2.85,"1,697,965,200.00",2023-10-22
-2.9831,104.7527,827.79,0.34,18.34,32.19,8.58,29.42,32.03,2.06,"1,697,968,800.00",2023-10-22
-2.9831,104.7527,974.66,0.09,21.08,18.95,8.46,31.53,34.91,2.31,"1,697,972,400.00",2023-10-22
-2.9831,104.7527,1121.52,0.44,22.62,8.49,9.06,36.11,40.72,3.13,"1,697,976,000.00",2023-10-22
-2.9831,104.7527,1201.63,2.21,20.73,2.55,8.82,42.06,48.63,4.05,"1,697,979,600.00",2023-10-22
-2.9831,104.7527,1308.44,5.98,17.31,0.34,8.46,49.31,58.1,4.75,"1,697,983,200.00",2023-10-22
-2.9831,104.7527,1415.25,10.51,14.05,0.05,8.58,56.62,67.47,5.51,"1,697,986,800.00",2023-10-22
-2.9831,104.7527,1495.36,15.65,11.48,0.01,8.34,60.73,72.34,5.51,"1,697,990,400.00",2023-10-22
-2.9831,104.7527,1441.96,19.45,9.25,0,7.15,57.85,67.31,4.18,"1,697,994,000.00",2023-10-22
-2.9831,104.7527,1361.85,22.35,7.71,0,7.09,56.3,64.31,4.56,"1,697,997,600.00",2023-10-22
-2.9831,104.7527,1308.44,23.25,6.77,0,6.91,57.87,64.2,4.81,"1,698,001,200.00",2023-10-22
-2.9831,104.7527,1214.98,22.13,6.34,0,6.38,58.63,63.55,4.02,"1,698,004,800.00",2023-10-22
-2.9831,104.7527,1094.82,19,6.94,0,6.14,56.25,60.09,3.23,"1,698,008,400.00",2023-10-22
-2.9831,104.7527,961.3,14.75,8.4,0,6.08,47.51,50.57,2.53,"1,698,012,000.00",2023-10-22
-2.9831,104.7527,947.95,14.19,7.8,0,6.38,43.31,46.39,2.66,"1,698,015,600.00",2023-10-22
-2.9831,104.7527,1108.17,17.43,7.88,0.15,8.58,46.22,50.27,4.24,"1,698,019,200.00",2023-10-23
-2.9831,104.7527,1028.06,15.42,20.22,5.1,14.78,42.03,45.9,4.18,"1,698,022,800.00",2023-10-23
-2.9831,104.7527,1014.71,9.39,26.73,30.76,16.21,39.64,44.05,4.75,"1,698,026,400.00",2023-10-23
-2.9831,104.7527,894.55,3.1,20.39,107.29,14.78,39.78,45.15,5,"1,698,030,000.00",2023-10-23
-2.9831,104.7527,747.68,0.64,7.54,178.81,8.11,55.22,61.57,4.5,"1,698,033,600.00",2023-10-23
-2.9831,104.7527,687.6,0.47,6.17,180.24,6.56,47.83,53.35,4.05,"1,698,037,200.00",2023-10-23
-2.9831,104.7527,640.87,0.45,6.17,171.66,6.26,40.96,45.82,3.64,"1,698,040,800.00",2023-10-23
-2.9831,104.7527,854.49,0.8,12.85,173.09,10.13,44.34,49.69,5.83,"1,698,044,400.00",2023-10-23
-2.9831,104.7527,1174.93,0.85,21.08,170.23,14.78,53.24,59.49,8.23,"1,698,048,000.00",2023-10-23
-2.9831,104.7527,1335.14,0.58,27.76,131.61,16.69,54.93,61.34,8.99,"1,698,051,600.00",2023-10-23
-2.9831,104.7527,1348.5,0.19,33.24,75.1,15.26,48.35,54.02,8.49,"1,698,055,200.00",2023-10-23
-2.9831,104.7527,1295.09,0.02,35.99,38.98,13.71,41.25,46.23,7.85,"1,698,058,800.00",2023-10-23
-2.9831,104.7527,1094.82,0,30.5,26.82,11.68,33.75,38.13,7.16,"1,698,062,400.00",2023-10-23
-2.9831,104.7527,720.98,0,17.31,26.82,8.11,23.57,27.33,4.88,"1,698,066,000.00",2023-10-23
-2.9831,104.7527,640.87,0.02,13.54,21.64,7.03,22.61,27.02,4.12,"1,698,069,600.00",2023-10-23
-2.9831,104.7527,660.9,0.06,13.37,16.81,7.09,24.71,29.91,3.7,"1,698,073,200.00",2023-10-23
-2.9831,104.7527,761.03,0.28,15.77,10.73,7.75,28.55,34.6,3.39,"1,698,076,800.00",2023-10-23
-2.9831,104.7527,881.2,1.24,19.71,3.4,8.34,33.26,39.8,2.69,"1,698,080,400.00",2023-10-23
-2.9831,104.7527,988.01,3.19,22.28,0.47,7.99,39.53,46.56,2.31,"1,698,084,000.00",2023-10-23
-2.9831,104.7527,1081.47,3.91,22.96,0.26,6.44,46.61,54.49,2.03,"1,698,087,600.00",2023-10-23
-2.9831,104.7527,1108.17,4.02,19.71,0.22,5.48,49.63,58.04,2.01,"1,698,091,200.00",2023-10-23
-2.9831,104.7527,1054.76,4.25,15.94,0.21,5.25,49.01,56.35,2.12,"1,698,094,800.00",2023-10-23
-2.9831,104.7527,1014.71,5.03,13.71,0.12,5.72,48.05,54.14,2.18,"1,698,098,400.00",2023-10-23
-2.9831,104.7527,1014.71,6.59,12.68,0.06,6.74,48.11,53.99,2.44,"1,698,102,000.00",2023-10-23
-2.9831,104.7527,1214.98,12.07,12.17,0.21,9.42,54.53,60.92,4.05,"1,698,105,600.00",2023-10-24
-2.9831,104.7527,1401.9,16.09,21.42,1.86,14.9,49.32,55.98,6.46,"1,698,109,200.00",2023-10-24
-2.9831,104.7527,1188.28,5.59,31.53,10.28,17.88,47.77,53.44,5.95,"1,698,112,800.00",2023-10-24
-2.9831,104.7527,1428.6,10.39,37.01,9.48,20.98,49.01,58,9.63,"1,698,116,400.00",2023-10-24
-2.9831,104.7527,700.95,0.43,16.11,57.94,9.06,30.24,35.14,3.42,"1,698,120,000.00",2023-10-24
-2.9831,104.7527,554.08,0.13,9,65.09,5.96,20.93,24.08,2.06,"1,698,123,600.00",2023-10-24
-2.9831,104.7527,620.84,0.19,7.54,89.41,6.5,40.69,44.79,1.44,"1,698,127,200.00",2023-10-24
-2.9831,104.7527,574.11,0.51,9.68,62.94,6.97,16.43,18.44,2.37,"1,698,130,800.00",2023-10-24
-2.9831,104.7527,694.27,1.16,14.57,67.23,10.25,18.69,20.92,3.61,"1,698,134,400.00",2023-10-24
-2.9831,104.7527,767.71,1.42,16.28,67.95,10.61,18.46,20.77,4.18,"1,698,138,000.00",2023-10-24
-2.9831,104.7527,834.47,1.06,19.54,52.93,10.13,16.73,19.12,4.5,"1,698,141,600.00",2023-10-24
-2.9831,104.7527,947.95,0.13,25.02,31.47,11.32,16.52,19.31,5.38,"1,698,145,200.00",2023-10-24
-2.9831,104.7527,1028.06,0.07,26.73,18.42,12.52,18.06,21.47,6.71,"1,698,148,800.00",2023-10-24
-2.9831,104.7527,1789.09,6.54,33.24,2.86,14.19,59.61,67.67,9.75,"1,698,152,400.00",2023-10-24
-2.9831,104.7527,2696.99,24.36,27.76,0.01,14.19,98.66,111.79,8.99,"1,698,156,000.00",2023-10-24
-2.9831,104.7527,3524.78,42.47,21.93,0,14.54,143.69,161.46,9.37,"1,698,159,600.00",2023-10-24
-2.9831,104.7527,2216.34,16.99,29.13,0.02,15.5,77.58,90.75,10.89,"1,698,163,200.00",2023-10-24
-2.9831,104.7527,2323.15,22.8,26.39,0,14.07,84.32,97.72,8.04,"1,698,166,800.00",2023-10-24
-2.9831,104.7527,2269.74,25.48,22.96,0,11.92,86.36,99.17,6.4,"1,698,170,400.00",2023-10-24
-2.9831,104.7527,3391.27,60.8,12.34,0,6.74,177.38,188.23,3.99,"1,698,174,000.00",2023-10-24
-2.9831,104.7527,2349.85,39.79,10.02,0,4.89,126.87,133.45,2.5,"1,698,177,600.00",2023-10-24
-2.9831,104.7527,1468.66,22.13,8.14,0,4.23,80.61,84.57,1.79,"1,698,181,200.00",2023-10-24
-2.9831,104.7527,640.87,3.02,11.82,0.99,5.72,33.74,36.06,1.31,"1,698,184,800.00",2023-10-24
-2.9831,104.7527,560.76,2.01,10.97,1.45,6.26,26.8,28.69,1.58,"1,698,188,400.00",2023-10-24
-2.9831,104.7527,654.22,2.77,11.65,1.43,7.39,26.19,28.29,2.44,"1,698,192,000.00",2023-10-25
-2.9831,104.7527,754.36,3.3,15.77,4.25,9.54,26.9,29.54,3.48,"1,698,195,600.00",2023-10-25
-2.9831,104.7527,867.84,4.36,20.22,5.68,12.28,20.98,24.61,5.7,"1,698,199,200.00",2023-10-25
-2.9831,104.7527,827.79,2.12,18.85,37.91,12.64,32.85,37.1,5,"1,698,202,800.00",2023-10-25
-2.9831,104.7527,640.87,0.77,8.4,73.67,6.85,29.65,32.34,4.05,"1,698,206,400.00",2023-10-25
-2.9831,104.7527,594.14,0.22,9.34,71.53,6.02,13.12,15.02,2.88,"1,698,210,000.00",2023-10-25
-2.9831,104.7527,560.76,0.11,8.23,74.39,5.36,11.31,12.91,2.34,"1,698,213,600.00",2023-10-25
-2.9831,104.7527,1401.9,2.07,22.62,143.05,13.35,55.72,60.64,10.89,"1,698,217,200.00",2023-10-25
-2.9831,104.7527,554.08,0.11,8.4,72.96,5.6,10.13,11.36,2.25,"1,698,220,800.00",2023-10-25
-2.9831,104.7527,3284.45,1.23,48.67,346.18,36.72,160,171.24,32.93,"1,698,224,400.00",2023-10-25
-2.9831,104.7527,4112.24,0.59,26.39,46.49,10.37,17.83,20.78,6.52,"1,698,228,000.00",2023-10-25
-2.9831,104.7527,5607.6,0.08,109.67,185.97,59.13,250.25,265.36,47.12,"1,698,231,600.00",2023-10-25
-2.9831,104.7527,2857.21,11.06,63.75,0.26,21.7,62.92,73.16,18.75,"1,698,235,200.00",2023-10-25
-2.9831,104.7527,3417.97,0,64.43,58.65,27.18,149.93,158.59,9.88,"1,698,238,800.00",2023-10-25
-2.9831,104.7527,3337.86,0,58.95,37.19,21.46,147.65,157.57,6.65,"1,698,242,400.00",2023-10-25
-2.9831,104.7527,2910.61,0,45.93,26.82,15.97,137,147.84,5.26,"1,698,246,000.00",2023-10-25
-2.9831,104.7527,1976.01,0,29.13,25.39,10.85,98.9,107.88,3.93,"1,698,249,600.00",2023-10-25
-2.9831,104.7527,1321.79,0.01,19.36,23.96,7.45,39.97,48.22,3.39,"1,698,253,200.00",2023-10-25
-2.9831,104.7527,1028.06,0.02,18.85,17.52,8.11,32.37,39.23,2.44,"1,698,256,800.00",2023-10-25
-2.9831,104.7527,741,0.01,10.71,20.56,4.89,40.24,43.31,1.73,"1,698,260,400.00",2023-10-25
-2.9831,104.7527,640.87,0.02,9.08,20.03,4.65,34.77,36.9,1.69,"1,698,264,000.00",2023-10-25
-2.9831,104.7527,654.22,0.29,12.34,6.53,5.84,22.82,25.81,1.88,"1,698,267,600.00",2023-10-25
-2.9831,104.7527,600.81,0.49,12.51,5.01,5.96,21.33,23.87,1.76,"1,698,271,200.00",2023-10-25
-2.9831,104.7527,600.81,0.83,12.85,3.93,6.56,21.3,23.98,1.98,"1,698,274,800.00",2023-10-25
-2.9831,104.7527,821.11,0.43,15.25,21.28,8.34,36.34,39.07,3.2,"1,698,278,400.00",2023-10-26
-2.9831,104.7527,1014.71,2.4,18.34,29.68,10.49,40.78,44.52,4.02,"1,698,282,000.00",2023-10-26
-2.9831,104.7527,1014.71,2.57,17.14,55.07,10.49,41.29,45.96,4.37,"1,698,285,600.00",2023-10-26
-2.9831,104.7527,814.44,1.38,10.88,89.41,8.58,38.57,44.14,4.24,"1,698,289,200.00",2023-10-26
-2.9831,104.7527,627.52,0.47,4.2,94.41,4.41,32.02,36.76,2.69,"1,698,292,800.00",2023-10-26
-2.9831,104.7527,594.14,0.26,3.3,94.41,3.58,28.67,32.23,1.63,"1,698,296,400.00",2023-10-26
-2.9831,104.7527,560.76,0.14,3.08,90.12,3.19,26.75,29.79,1.22,"1,698,300,000.00",2023-10-26
-2.9831,104.7527,540.73,0.18,3.98,88.69,3.73,23.55,26.29,1.41,"1,698,303,600.00",2023-10-26
-2.9831,104.7527,520.71,0.16,5.27,86.55,4.47,19.78,22.29,1.71,"1,698,307,200.00",2023-10-26
-2.9831,104.7527,507.35,0.1,6.08,85.83,4.71,18.36,20.67,1.74,"1,698,310,800.00",2023-10-26
-2.9831,104.7527,514.03,0.05,7.28,82.25,5.01,20.28,22.51,1.76,"1,698,314,400.00",2023-10-26
-2.9831,104.7527,560.76,0.01,8.57,77.96,5.3,26.61,29.16,2.06,"1,698,318,000.00",2023-10-26
-2.9831,104.7527,607.49,0,8.57,75.82,5.48,35.95,39.17,2.63,"1,698,321,600.00",2023-10-26
-2.9831,104.7527,640.87,0,8.23,75.1,5.3,42.85,46.99,3.23,"1,698,325,200.00",2023-10-26
-2.9831,104.7527,680.92,0,8.48,72.96,5.3,47.88,53.02,3.86,"1,698,328,800.00",2023-10-26
-2.9831,104.7527,727.65,0,9.08,70.1,5.42,53.26,59.35,4.05,"1,698,332,400.00",2023-10-26
-2.9831,104.7527,821.11,0,11.82,57.94,5.78,59.25,66.42,3.8,"1,698,336,000.00",2023-10-26
-2.9831,104.7527,821.11,0,12.68,43.99,5.07,61.14,68.58,2.34,"1,698,339,600.00",2023-10-26
-2.9831,104.7527,734.33,0,10.62,35.76,4.23,61.18,68.49,1.8,"1,698,343,200.00",2023-10-26
-2.9831,104.7527,714.3,0.01,9.85,28.97,4.23,64.01,71.43,2.09,"1,698,346,800.00",2023-10-26
-2.9831,104.7527,720.98,0.02,9.85,22.71,4.41,67.35,75.12,2.31,"1,698,350,400.00",2023-10-26
-2.9831,104.7527,720.98,0.06,9.77,17.52,4.41,70.26,78.41,2.5,"1,698,354,000.00",2023-10-26
-2.9831,104.7527,714.3,0.14,9.68,13.59,4.35,71.01,79.46,2.44,"1,698,357,600.00",2023-10-26
-2.9831,104.7527,801.09,0.35,12.17,10.55,5.36,74.74,83.58,2.63,"1,698,361,200.00",2023-10-26
-2.9831,104.7527,1161.58,2.88,18.85,10.19,8.58,87.52,97.71,4.24,"1,698,364,800.00",2023-10-27
-2.9831,104.7527,1121.52,2.99,19.54,46.49,10.73,61.02,69.15,5.38,"1,698,368,400.00",2023-10-27
-2.9831,104.7527,988.01,1.93,16.45,63.66,10.25,54.88,62.66,6.14,"1,698,372,000.00",2023-10-27
-2.9831,104.7527,794.41,0.69,13.19,66.52,9.3,45.93,53.53,5.64,"1,698,375,600.00",2023-10-27
-2.9831,104.7527,580.79,0.18,6.43,82.97,4.65,30.83,35.2,3.13,"1,698,379,200.00",2023-10-27
-2.9831,104.7527,500.68,0.25,4.2,82.97,3.34,20.53,23.7,2.06,"1,698,382,800.00",2023-10-27
-2.9831,104.7527,460.62,0.3,3.34,81.54,2.77,16.72,19.59,1.6,"1,698,386,400.00",2023-10-27
-2.9831,104.7527,447.27,0.45,3.98,82.97,3.4,14.93,17.55,1.65,"1,698,390,000.00",2023-10-27
-2.9831,104.7527,447.27,0.6,5.23,87.26,4.53,13.58,16.06,1.87,"1,698,393,600.00",2023-10-27
-2.9831,104.7527,453.95,0.67,6.34,87.26,5.01,11.7,14.02,1.99,"1,698,397,200.00",2023-10-27
-2.9831,104.7527,467.3,0.53,7.88,80.82,5.01,10.78,13.16,2.06,"1,698,400,800.00",2023-10-27
-2.9831,104.7527,487.33,0.08,9.42,69.38,5.07,10.88,13.41,2.34,"1,698,404,400.00",2023-10-27
-2.9831,104.7527,494,0,8.91,62.94,4.95,12.08,14.88,2.88,"1,698,408,000.00",2023-10-27
-2.9831,104.7527,507.35,0,8.31,59.37,4.71,13.79,17.14,3.45,"1,698,411,600.00",2023-10-27
-2.9831,104.7527,527.38,0,8.65,55.79,4.89,16.23,20.38,4.02,"1,698,415,200.00",2023-10-27
-2.9831,104.7527,554.08,0,9.17,52.93,5.13,19.25,24.32,4.56,"1,698,418,800.00",2023-10-27
-2.9831,104.7527,634.19,0,11.65,45.78,5.72,22.66,28.67,4.75,"1,698,422,400.00",2023-10-27
-2.9831,104.7527,627.52,0,12.51,37.91,5.19,22.53,28.73,3.26,"1,698,426,000.00",2023-10-27
-2.9831,104.7527,540.73,0,9.77,33.97,3.93,20.66,26.5,2.15,"1,698,429,600.00",2023-10-27
-2.9831,104.7527,514.03,0.01,9.08,27.89,3.78,21.45,27.36,2.15,"1,698,433,200.00",2023-10-27
-2.9831,104.7527,547.41,0.04,9.85,19.49,4.05,24.42,30.75,2.44,"1,698,436,800.00",2023-10-27
-2.9831,104.7527,580.79,0.13,10.45,12.52,4.29,27.9,34.87,2.82,"1,698,440,400.00",2023-10-27
-2.9831,104.7527,607.49,0.36,10.88,7.87,4.41,30.04,37.64,2.94,"1,698,444,000.00",2023-10-27
-2.9831,104.7527,674.25,0.91,12.68,4.74,5.19,32.54,40.8,3.04,"1,698,447,600.00",2023-10-27
-2.9831,104.7527,907.9,2.71,17.82,2.77,7.45,39.4,48.87,4.62,"1,698,451,200.00",2023-10-28
-2.9831,104.7527,867.84,1.63,20.05,18.78,8.82,36.56,44.9,4.62,"1,698,454,800.00",2023-10-28
-2.9831,104.7527,814.44,2.68,15.25,39.7,8.46,35.86,43.74,5.38,"1,698,458,400.00",2023-10-28
-2.9831,104.7527,687.6,1.37,9.25,82.25,7.27,35.42,42.87,5.26,"1,698,462,000.00",2023-10-28
-2.9831,104.7527,514.03,0.34,2.87,101.57,2.92,24.29,27.97,2.5,"1,698,465,600.00",2023-10-28
-2.9831,104.7527,460.62,0.24,2.44,92.98,2.32,15.45,17.76,1.71,"1,698,469,200.00",2023-10-28
-2.9831,104.7527,427.25,0.18,2.46,85.12,2.18,11.17,12.97,1.36,"1,698,472,800.00",2023-10-28
-2.9831,104.7527,417.23,0.17,3.04,77.96,2.53,8.62,10.06,1.28,"1,698,476,400.00",2023-10-28
-2.9831,104.7527,410.56,0.16,3.73,73.67,3.13,7.58,8.78,1.27,"1,698,480,000.00",2023-10-28
-2.9831,104.7527,407.22,0.11,4.2,70.1,3.49,7.09,8.08,1.27,"1,698,483,600.00",2023-10-28
-2.9831,104.7527,500.68,0.12,8.74,60.8,5.48,8.19,9.36,2.15,"1,698,487,200.00",2023-10-28
-2.9831,104.7527,660.9,0.03,15.25,45.42,7.75,10.77,12.55,3.51,"1,698,490,800.00",2023-10-28
-2.9831,104.7527,801.09,0,18.85,33.26,9.06,14.41,17,4.94,"1,698,494,400.00",2023-10-28
-2.9831,104.7527,834.47,0.01,18.16,26.46,8.94,17.24,21.05,5.07,"1,698,498,000.00",2023-10-28
-2.9831,104.7527,821.11,0.01,17.14,22.89,8.34,19.71,24.6,4.94,"1,698,501,600.00",2023-10-28
-2.9831,104.7527,841.14,0.03,17.48,20.03,8.11,23.25,28.89,4.94,"1,698,505,200.00",2023-10-28
-2.9831,104.7527,921.25,0.14,19.71,15.02,7.99,27.91,34.19,4.81,"1,698,508,800.00",2023-10-28
-2.9831,104.7527,934.6,0.36,21.08,9.48,7.33,29.69,36.02,3.74,"1,698,512,400.00",2023-10-28
-2.9831,104.7527,854.49,0.4,20.05,7.33,6.62,30.43,36.54,3.55,"1,698,516,000.00",2023-10-28
-2.9831,104.7527,867.84,0.59,21.25,5.19,7.57,34.91,41.33,5.19,"1,698,519,600.00",2023-10-28
-2.9831,104.7527,961.3,1.42,24.33,2.03,10.49,41.52,48.7,8.61,"1,698,523,200.00",2023-10-28
-2.9831,104.7527,1041.41,2.88,25.7,0.6,13.23,46.04,53.44,11.78,"1,698,526,800.00",2023-10-28
-2.9831,104.7527,1081.47,4.81,25.7,0.19,15.02,47.52,54.41,13.93,"1,698,530,400.00",2023-10-28
-2.9831,104.7527,1134.87,8.16,22.62,0.05,14.78,49.55,56.31,13.81,"1,698,534,000.00",2023-10-28
-2.9831,104.7527,1375.2,15.42,17.48,0.85,13.11,56.24,64.74,10.13,"1,698,537,600.00",2023-10-29
-2.9831,104.7527,1441.96,16.54,21.08,6.35,12.99,54.81,63.28,6.33,"1,698,541,200.00",2023-10-29
-2.9831,104.7527,1428.6,10.51,29.82,28.25,13.11,56.45,64.85,6.71,"1,698,544,800.00",2023-10-29
-2.9831,104.7527,1081.47,3.32,23.31,84.4,10.85,49.56,57.27,6.46,"1,698,548,400.00",2023-10-29
-2.9831,104.7527,507.35,0.48,4.63,103,3.73,22.47,26.4,2.6,"1,698,552,000.00",2023-10-29
-2.9831,104.7527,427.25,0.28,2.66,105.86,2.24,15.83,18.52,1.98,"1,698,555,600.00",2023-10-29
-2.9831,104.7527,447.27,0.25,2.55,118.73,1.77,18.46,20.93,2.15,"1,698,559,200.00",2023-10-29
-2.9831,104.7527,534.06,0.29,3.81,147.34,2.32,29.86,32.61,3.2,"1,698,562,800.00",2023-10-29
-2.9831,104.7527,647.54,0.31,5.65,178.81,3.25,45.36,48.55,4.62,"1,698,566,400.00",2023-10-29
-2.9831,104.7527,741,0.25,7.37,183.11,3.7,58.77,62.62,5.76,"1,698,570,000.00",2023-10-29
-2.9831,104.7527,787.73,0.12,9.25,153.06,4.05,64.26,68.6,6.14,"1,698,573,600.00",2023-10-29
-2.9831,104.7527,774.38,0.01,10.45,110.15,4.23,60.73,65.23,5.89,"1,698,577,200.00",2023-10-29
-2.9831,104.7527,707.63,0,9.77,80.82,4.17,50.62,55.28,5.45,"1,698,580,800.00",2023-10-29
-2.9831,104.7527,660.9,0,9.17,62.23,4.17,41.43,46.59,5.26,"1,698,584,400.00",2023-10-29
-2.9831,104.7527,647.54,0,9.68,50.07,4.53,36.84,42.65,5.57,"1,698,588,000.00",2023-10-29
-2.9831,104.7527,687.6,0,11.14,41.13,5.01,38.01,44.51,6.46,"1,698,591,600.00",2023-10-29
-2.9831,104.7527,834.47,0.01,15.77,29.68,6.08,43.95,51.44,7.79,"1,698,595,200.00",2023-10-29
-2.9831,104.7527,947.95,0.07,20.22,18.24,6.26,49.34,57.38,6.59,"1,698,598,800.00",2023-10-29
-2.9831,104.7527,1014.71,0.28,21.93,10.64,6.79,54.92,63.74,6.14,"1,698,602,400.00",2023-10-29
-2.9831,104.7527,1081.47,0.54,23.65,6.17,7.63,62.93,73.61,7.09,"1,698,606,000.00",2023-10-29
-2.9831,104.7527,1094.82,1.02,22.62,3.4,7.15,67.4,79.9,5.95,"1,698,609,600.00",2023-10-29
-2.9831,104.7527,1054.76,1.84,19.88,1.52,6.32,67.22,80.5,4.43,"1,698,613,200.00",2023-10-29
-2.9831,104.7527,1001.36,3.21,16.96,0.54,5.96,65.98,78.99,3.51,"1,698,616,800.00",2023-10-29
-2.9831,104.7527,1028.06,5.7,15.42,0.16,6.74,65.57,77.9,3.86,"1,698,620,400.00",2023-10-29
-2.9831,104.7527,1281.74,11.62,15.59,0.44,9.54,71.06,83.7,6.27,"1,698,624,000.00",2023-10-30
-2.9831,104.7527,1468.66,12.63,22.96,1.13,12.76,73.11,85.47,8.36,"1,698,627,600.00",2023-10-30
-2.9831,104.7527,1455.31,8.72,29.13,6.53,13.83,74.29,87.53,10.26,"1,698,631,200.00",2023-10-30
-2.9831,104.7527,1081.47,2.46,23.99,31.47,11.8,64.25,77.56,8.74,"1,698,634,800.00",2023-10-30
-2.9831,104.7527,627.52,0.31,8.05,77.25,4.35,35.56,40.94,5,"1,698,638,400.00",2023-10-30
-2.9831,104.7527,480.65,0.22,4.88,77.25,3.28,16.77,19.76,2.85,"1,698,642,000.00",2023-10-30
-2.9831,104.7527,433.92,0.21,4.03,75.1,2.98,11.29,13.57,2.15,"1,698,645,600.00",2023-10-30
-2.9831,104.7527,427.25,0.25,4.33,72.24,3.22,8.96,10.8,1.98,"1,698,649,200.00",2023-10-30
-2.9831,104.7527,423.91,0.29,4.71,67.95,3.55,7.81,9.3,1.9,"1,698,652,800.00",2023-10-30
-2.9831,104.7527,420.57,0.28,4.71,63.66,3.49,6.35,7.49,1.69,"1,698,656,400.00",2023-10-30
-2.9831,104.7527,594.14,0.4,12.17,52.21,6.32,8.11,9.71,3.07,"1,698,660,000.00",2023-10-30
-2.9831,104.7527,854.49,0.07,22.28,35.05,9.42,12.75,15.39,5.13,"1,698,663,600.00",2023-10-30
-2.9831,104.7527,1068.12,0.02,27.08,23.96,11.09,18.73,22.67,6.9,"1,698,667,200.00",2023-10-30
-2.9831,104.7527,1214.98,0.27,28.1,14.48,11.32,26.97,33.44,7.22,"1,698,670,800.00",2023-10-30
-2.9831,104.7527,1388.55,1.36,28.79,5.72,11.21,37.12,46.6,7.6,"1,698,674,400.00",2023-10-30
-2.9831,104.7527,1522.06,4.14,27.08,1.52,11.44,47.18,59.12,8.23,"1,698,678,000.00",2023-10-30
-2.9831,104.7527,1602.17,7.93,24.68,0.35,11.32,52.42,65.61,7.85,"1,698,681,600.00",2023-10-30
-2.9831,104.7527,1388.55,8.49,21.59,0.2,9.3,44.99,57.31,5.32,"1,698,685,200.00",2023-10-30
-2.9831,104.7527,1094.82,6.54,18.34,0.3,7.63,37.54,48.53,4.37,"1,698,688,800.00",2023-10-30
-2.9831,104.7527,1001.36,6.31,16.96,0.17,7.39,38.28,48.82,4.5,"1,698,692,400.00",2023-10-30
-2.9831,104.7527,1001.36,7.26,16.79,0.1,7.27,42.95,53.62,4.24,"1,698,696,000.00",2023-10-30
-2.9831,104.7527,974.66,7.04,16.45,0.12,6.68,46,57.01,3.77,"1,698,699,600.00",2023-10-30
-2.9831,104.7527,881.2,5.53,15.42,0.29,6.02,43.24,54.14,3.39,"1,698,703,200.00",2023-10-30
-2.9831,104.7527,881.2,5.48,15.08,0.33,6.85,41.99,52.88,3.99,"1,698,706,800.00",2023-10-30
-2.9831,104.7527,1161.58,9.95,16.11,3.08,9.78,48.56,60.41,6.71,"1,698,710,400.00",2023-10-31
