Lintang,Bujur,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3,Date
-2.9831,104.7527,907.9,7.82,13.37,0.15,8.46,21.25,23.73,2.63,2023-12-20
-2.9831,104.7527,674.25,3.63,13.71,0.93,6.44,14.38,15.9,1.73,2023-12-20
-2.9831,104.7527,440.6,0.44,10.8,6.79,4.29,7.74,8.57,1.23,2023-12-20
-2.9831,104.7527,380.52,0.29,9.34,7.6,4.23,6.42,7.12,1.3,2023-12-20
-2.9831,104.7527,387.19,0.41,10.02,6.35,5.07,7.08,7.78,1.5,2023-12-20
-2.9831,104.7527,417.23,0.62,11.82,5.05,6.14,8.26,9,1.73,2023-12-20
-2.9831,104.7527,473.98,0.98,13.19,3.98,6.91,9.89,10.77,2.06,2023-12-20
-2.9831,104.7527,654.22,2.37,15.59,2.59,8.11,14.78,16.32,3.29,2023-12-21
-2.9831,104.7527,934.6,5.81,19.19,1.72,10.37,20.97,23.3,4.37,2023-12-21
-2.9831,104.7527,1094.82,7.71,21.76,2.73,12.16,23.91,26.91,4.69,2023-12-21
-2.9831,104.7527,1041.41,5.31,23.31,7.24,12.64,22.09,25.21,4.62,2023-12-21
-2.9831,104.7527,687.6,1.48,16.11,29.68,8.82,12.44,14.36,2.94,2023-12-21
-2.9831,104.7527,580.79,0.72,13.71,34.69,7.87,9.5,11.01,2.56,2023-12-21
-2.9831,104.7527,574.11,0.8,13.88,34.69,7.99,9.5,10.94,2.56,2023-12-21
-2.9831,104.7527,754.36,0.79,19.02,25.39,9.18,13.93,16.02,3.58,2023-12-21
-2.9831,104.7527,1148.22,1.79,29.47,9.75,12.52,23.69,27.04,5.45,2023-12-21
-2.9831,104.7527,1562.12,7.26,36.33,1.52,16.69,33.54,38.02,7.79,2023-12-21
-2.9831,104.7527,1949.31,18.33,36.33,0.14,20.27,40.67,45.85,8.61,2023-12-21
-2.9831,104.7527,2002.72,25.48,28.45,0.02,18.36,40.47,45.47,6.14,2023-12-21
-2.9831,104.7527,1628.88,22.8,17.65,0,13.83,32.54,36.79,4.56,2023-12-21
-2.9831,104.7527,1228.33,17.66,12,0.01,10.85,25.86,29.58,4.12,2023-12-21
-2.9831,104.7527,1134.87,16.09,10.02,0.01,9.89,26.59,30.72,4.43,2023-12-21
-2.9831,104.7527,1094.82,14.98,9,0.01,9.18,28.53,33.13,4.69,2023-12-21
-2.9831,104.7527,1041.41,13.52,8.31,0.02,8.11,27.68,32.34,4.12,2023-12-21
-2.9831,104.7527,894.55,11.51,7.88,0.03,6.85,22.51,26.29,2.75,2023-12-21
-2.9831,104.7527,754.36,9.5,7.37,0.04,5.96,18.56,21.44,2.15,2023-12-21
-2.9831,104.7527,620.84,7.15,6.34,0.07,5.19,15.78,18.05,1.98,2023-12-21
-2.9831,104.7527,527.38,5.53,5.65,0.12,4.77,14.19,16.11,1.98,2023-12-21
-2.9831,104.7527,487.33,5.25,5.48,0.12,4.95,13.84,15.6,2.06,2023-12-21
-2.9831,104.7527,494,6.15,5.65,0.07,5.54,14.44,16.13,2.12,2023-12-21
-2.9831,104.7527,540.73,7.71,5.91,0.05,6.14,15.71,17.4,2.25,2023-12-21
-2.9831,104.7527,707.63,10.17,7.28,0.08,7.33,19.46,21.58,3.17,2023-12-22
-2.9831,104.7527,881.2,11.96,10.88,0.44,9.06,21.53,24.09,3.67,2023-12-22
-2.9831,104.7527,1014.71,11.96,14.74,1.05,10.73,22.15,25.12,4.02,2023-12-22
-2.9831,104.7527,881.2,5.36,17.14,3.31,10.13,17.43,20.16,3.77,2023-12-22
-2.9831,104.7527,620.84,0.69,12.34,18.6,7.21,10,11.63,2.44,2023-12-22
-2.9831,104.7527,640.87,0.57,13.02,21.46,8.11,10.11,11.58,2.44,2023-12-22
-2.9831,104.7527,720.98,0.68,15.42,19.85,9.3,11.52,13.02,2.5,2023-12-22
-2.9831,104.7527,807.76,0.66,17.14,18.95,9.89,12.84,14.44,2.79,2023-12-22
-2.9831,104.7527,894.55,0.58,19.71,17.17,10.73,13.79,15.57,3.29,2023-12-22
-2.9831,104.7527,988.01,0.57,23.65,13.05,12.16,15.18,17.22,3.99,2023-12-22
-2.9831,104.7527,1214.98,2.01,29.47,5.36,14.42,18.33,20.75,4.56,2023-12-22
-2.9831,104.7527,1482.01,7.04,27.76,0.71,15.14,23.27,26.33,4.62,2023-12-22
-2.9831,104.7527,1575.47,10.51,21.76,0.15,13.47,27.75,31.42,4.75,2023-12-22
-2.9831,104.7527,1762.39,15.42,17.48,0.03,12.64,38.54,43.02,5.95,2023-12-22
-2.9831,104.7527,2109.53,23.02,14.74,0,12.99,56.35,62.29,7.85,2023-12-22
-2.9831,104.7527,2376.56,29.06,13.02,0,13.59,73.21,80.66,10.39,2023-12-22
-2.9831,104.7527,2429.96,33.08,12,0,13.11,80.36,88.04,10.13,2023-12-22
-2.9831,104.7527,2002.72,27.94,11.65,0,9.54,65.8,71.21,5.07,2023-12-22
-2.9831,104.7527,1348.5,15.65,12.68,0.02,6.32,43.24,46.27,2.5,2023-12-22
-2.9831,104.7527,767.71,3.86,12.68,0.73,4.35,21.95,23.62,1.57,2023-12-22
-2.9831,104.7527,540.73,0.7,9.85,3.58,3.64,13.44,14.72,1.39,2023-12-22
-2.9831,104.7527,460.62,0.23,7.88,6.97,3.61,10.41,11.47,1.35,2023-12-22
-2.9831,104.7527,447.27,0.19,7.45,8.14,3.87,9.65,10.66,1.35,2023-12-22
-2.9831,104.7527,467.3,0.3,7.8,6.88,4.23,10.03,11.26,1.55,2023-12-22
-2.9831,104.7527,574.11,1.16,9.25,4.2,5.25,13.06,15.04,2.5,2023-12-23
-2.9831,104.7527,734.33,3.41,11.31,3.49,6.79,16.48,19.51,3.36,2023-12-23
-2.9831,104.7527,807.76,3.69,13.37,5.1,7.75,17.47,21.37,3.83,2023-12-23
-2.9831,104.7527,754.36,1.76,14.05,9.83,7.63,15.39,19.53,3.99,2023-12-23
-2.9831,104.7527,587.46,0.22,10.28,28.25,5.42,9.96,12.12,2.56,2023-12-23
-2.9831,104.7527,640.87,0.22,12.68,30.4,6.56,10.91,12.57,2.91,2023-12-23
-2.9831,104.7527,741,0.32,16.96,28.97,8.46,12.96,14.6,3.45,2023-12-23
-2.9831,104.7527,787.73,0.34,18.16,30.04,8.94,13.24,14.79,3.48,2023-12-23
-2.9831,104.7527,747.68,0.2,18.34,30.4,9.18,11.99,13.4,3.17,2023-12-23
-2.9831,104.7527,687.6,0.06,18.34,31.83,9.42,10.43,11.62,2.69,2023-12-23
-2.9831,104.7527,1148.22,0.99,31.87,13.41,11.21,19.64,22.12,4.24,2023-12-23
-2.9831,104.7527,2029.42,14.19,36.33,0.16,13.47,40.87,45.95,5.45,2023-12-23
-2.9831,104.7527,2723.69,29.95,27.42,0,13.95,64.51,72.2,7.28,2023-12-23
-2.9831,104.7527,3097.53,39.79,21.59,0,14.9,87.47,96.68,11.02,2023-12-23
-2.9831,104.7527,3177.64,43.81,19.02,0,15.26,102.59,112.38,12.41,2023-12-23
-2.9831,104.7527,3150.94,43.81,18.16,0,15.26,111.27,120.95,13.3,2023-12-23
-2.9831,104.7527,2857.21,38.44,19.54,0,14.31,106.07,114.23,11.91,2023-12-23
-2.9831,104.7527,2590.18,35.32,20.39,0,12.99,97.99,103.83,8.99,2023-12-23
-2.9831,104.7527,2403.26,33.53,21.76,0,12.4,94.14,98.34,7.54,2023-12-23
-2.9831,104.7527,2243.04,31.29,22.28,0,11.68,90.09,93.22,6.21,2023-12-23
-2.9831,104.7527,2029.42,28.61,20.05,0,10.01,83.62,86.02,4.18,2023-12-23
-2.9831,104.7527,1789.09,24.36,17.82,0,8.7,74.04,75.87,3.04,2023-12-23
-2.9831,104.7527,1522.06,19,15.77,0,7.33,62.55,64,2.31,2023-12-23
-2.9831,104.7527,1281.74,15.2,12.85,0.01,6.44,51.33,52.89,2.25,2023-12-23
-2.9831,104.7527,1188.28,13.3,12,0.03,7.09,43.41,45.77,3.39,2023-12-24
-2.9831,104.7527,1268.39,13.08,16.11,0.88,9.42,39.75,43.27,4.5,2023-12-24
-2.9831,104.7527,1428.6,12.96,23.99,1.79,12.87,39.83,44.26,5.38,2023-12-24
-2.9831,104.7527,1482.01,10.28,33.93,2.95,17.64,40.45,45.17,6.27,2023-12-24
-2.9831,104.7527,694.27,0.53,16.62,34.69,8.82,12.54,13.96,2.28,2023-12-24
-2.9831,104.7527,547.41,0.36,9.17,47.21,6.14,6.92,7.74,1.61,2023-12-24
-2.9831,104.7527,527.38,0.33,7.8,52.21,5.9,6.07,6.8,1.57,2023-12-24
-2.9831,104.7527,620.84,0.37,11.65,46.49,7.99,7.95,9,2.53,2023-12-24
-2.9831,104.7527,827.79,0.71,18.68,37.55,11.21,13.18,14.88,3.74,2023-12-24
-2.9831,104.7527,1028.06,0.95,25.7,29.33,13.83,18.34,20.58,4.24,2023-12-24
-2.9831,104.7527,1241.68,1.08,33.93,18.6,15.5,23.01,25.92,4.94,2023-12-24
-2.9831,104.7527,1468.66,1.87,37.7,5.81,15.14,27.89,31.74,5.07,2023-12-24
-2.9831,104.7527,1575.47,4.41,32.9,0.99,13.71,32.21,37.21,5.26,2023-12-24
-2.9831,104.7527,1455.31,6.09,25.36,0.41,11.44,33.9,40.3,5.26,2023-12-24
-2.9831,104.7527,1401.9,7.71,20.73,0.19,10.13,39.14,46.42,5.95,2023-12-24
-2.9831,104.7527,1482.01,10.06,18.85,0.07,10.25,48.38,55.66,6.9,2023-12-24
-2.9831,104.7527,1562.12,11.62,19.54,0.05,10.01,54.96,61.25,6.14,2023-12-24
-2.9831,104.7527,1361.85,7.71,22.28,0.2,8.58,47.82,51.78,3.29,2023-12-24
-2.9831,104.7527,1081.47,2.82,26.73,1.41,8.46,38.49,40.79,2.25,2023-12-24
-2.9831,104.7527,961.3,0.73,30.16,3.84,7.99,34.33,35.85,1.9,2023-12-24
-2.9831,104.7527,961.3,0.78,27.76,3.58,6.91,34.77,36.19,2.01,2023-12-24
-2.9831,104.7527,974.66,1.26,23.65,2.19,6.62,34.49,35.94,2.18,2023-12-24
-2.9831,104.7527,974.66,2.57,19.88,0.75,6.97,34.24,35.95,2.41,2023-12-24
-2.9831,104.7527,988.01,5.09,15.77,0.16,7.57,32.7,34.92,2.75,2023-12-24
-2.9831,104.7527,1041.41,9.16,12.68,0.24,9.06,31.4,34.57,4.05,2023-12-25
-2.9831,104.7527,867.84,3.49,17.99,4.43,9.54,19.42,21.77,3.45,2023-12-25
-2.9831,104.7527,827.79,1.33,19.71,9.48,10.13,15.39,17.57,3.55,2023-12-25
-2.9831,104.7527,747.68,0.52,18.34,14.31,10.25,12.58,14.7,3.48,2023-12-25
-2.9831,104.7527,614.17,0.2,13.02,20.74,8.58,8.52,10.19,2.56,2023-12-25
-2.9831,104.7527,534.06,0.1,9.94,22.89,7.21,6.38,7.65,1.92,2023-12-25
-2.9831,104.7527,520.71,0.07,8.83,24.32,6.62,5.72,6.8,1.63,2023-12-25
-2.9831,104.7527,587.46,0.21,12,20.74,8.7,7.33,8.58,2.12,2023-12-25
-2.9831,104.7527,700.95,0.77,17.31,14.48,12.76,10.77,12.4,2.75,2023-12-25
-2.9831,104.7527,787.73,1.59,21.42,11.44,15.74,13.46,15.32,2.79,2023-12-25
-2.9831,104.7527,1001.36,3.32,28.79,4.16,17.4,18.24,20.8,3.07,2023-12-25
-2.9831,104.7527,1321.79,10.95,29.47,0.2,18.36,25.97,29.67,3.58,2023-12-25
-2.9831,104.7527,1575.47,18.1,26.39,0.01,17.88,34.71,39.6,4.5,2023-12-25
-2.9831,104.7527,1535.42,18.33,21.76,0.01,15.02,38.69,44.4,5.26,2023-12-25
-2.9831,104.7527,1522.06,17.66,19.19,0.01,13.47,43.84,50.19,6.27,2023-12-25
-2.9831,104.7527,1708.98,19.89,19.71,0,14.19,55.85,62.6,8.04,2023-12-25
-2.9831,104.7527,1949.31,21.9,22.62,0,14.42,67.62,74.09,7.98,2023-12-25
-2.9831,104.7527,1922.61,19.45,25.7,0,12.52,67.23,71.95,4.62,2023-12-25
-2.9831,104.7527,1735.69,13.63,29.13,0.01,10.97,60.8,64.04,2.82,2023-12-25
-2.9831,104.7527,1428.6,6.87,28.45,0.07,8.34,48.04,50.28,1.88,2023-12-25
-2.9831,104.7527,1108.17,4.41,20.73,0.16,5.78,35.24,37.02,1.54,2023-12-25
-2.9831,104.7527,834.47,3.16,14.91,0.39,5.01,24.49,25.92,1.47,2023-12-25
-2.9831,104.7527,660.9,2.24,12,0.85,4.89,17.12,18.28,1.47,2023-12-25
-2.9831,104.7527,587.46,2.29,10.37,1.11,5.3,13.88,15.07,1.74,2023-12-25
-2.9831,104.7527,674.25,4.19,10.54,0.82,6.62,16.12,17.96,2.91,2023-12-26
-2.9831,104.7527,921.25,9.5,12.17,0.42,9.42,21.47,24.23,4.02,2023-12-26
-2.9831,104.7527,1081.47,13.08,14.57,0.46,11.8,24.01,27.44,4.43,2023-12-26
-2.9831,104.7527,1014.71,8.94,17.65,1.65,11.92,20.62,23.93,4.31,2023-12-26
-2.9831,104.7527,580.79,0.57,11.14,26.82,6.5,7.91,9.51,2.09,2023-12-26
-2.9831,104.7527,473.98,0.27,7.54,35.41,5.3,4.95,6.17,1.68,2023-12-26
-2.9831,104.7527,447.27,0.24,7.03,37.55,5.13,4.2,5.29,1.58,2023-12-26
-2.9831,104.7527,427.25,0.25,6.6,38.62,4.83,3.59,4.47,1.46,2023-12-26
-2.9831,104.7527,423.91,0.25,7.2,37.91,5.07,3.55,4.34,1.44,2023-12-26
-2.9831,104.7527,440.6,0.19,8.23,36.12,5.6,3.85,4.64,1.47,2023-12-26
-2.9831,104.7527,947.95,1.75,22.96,15.56,9.89,13.06,15.33,3.8,2023-12-26
-2.9831,104.7527,1895.9,15.65,29.47,0.64,14.78,32.5,37.45,5.76,2023-12-26
-2.9831,104.7527,2750.4,35.32,23.31,0,17.4,58.61,66.3,7.79,2023-12-26
-2.9831,104.7527,3204.35,46.94,20.22,0,18.36,82.78,92.1,10.01,2023-12-26
-2.9831,104.7527,3337.86,51.41,19.88,0,18.6,102.92,113.05,11.91,2023-12-26
-2.9831,104.7527,3417.97,53.2,21.25,0,19.31,122.47,132.84,14.57,2023-12-26
-2.9831,104.7527,3257.75,50.07,22.62,0,18.36,125.02,133.98,13.55,2023-12-26
-2.9831,104.7527,2777.1,43.36,22.28,0,14.31,105.86,111.63,6.84,2023-12-26
-2.9831,104.7527,2216.34,34.42,23.31,0,12.64,83.44,86.77,3.74,2023-12-26
-2.9831,104.7527,1628.88,22.58,23.31,0,10.97,59.44,61.39,2.44,2023-12-26
-2.9831,104.7527,1335.14,15.65,17.99,0.01,7.87,46.32,48.08,2.28,2023-12-26
-2.9831,104.7527,1081.47,11.18,14.22,0.03,6.44,36.01,37.72,2.25,2023-12-26
-2.9831,104.7527,907.9,8.61,12.51,0.06,6.26,28.93,30.77,2.37,2023-12-26
-2.9831,104.7527,787.73,7.15,11.48,0.12,6.62,23.76,25.94,2.69,2023-12-26
-2.9831,104.7527,854.49,8.72,11.14,0.32,8.11,23.87,27.07,3.99,2023-12-27
-2.9831,104.7527,961.3,10.06,15.08,2.1,10.37,24.19,27.51,4.24,2023-12-27
-2.9831,104.7527,1081.47,9.16,20.39,9.66,11.8,25.93,29.25,4.56,2023-12-27
-2.9831,104.7527,934.6,4.19,19.54,32.9,10.85,21.82,24.65,4.24,2023-12-27
-2.9831,104.7527,487.33,1.03,8.83,57.22,6.02,8.95,10.31,2.09,2023-12-27
-2.9831,104.7527,403.88,0.62,7.2,56.51,5.48,5.81,6.84,1.79,2023-12-27
-2.9831,104.7527,400.54,0.41,7.8,52.21,5.84,4.98,5.91,1.8,2023-12-27
-2.9831,104.7527,413.89,0.1,8.74,47.21,6.02,4.53,5.39,1.82,2023-12-27
-2.9831,104.7527,447.27,0.04,10.62,43.27,6.91,4.92,5.81,1.96,2023-12-27
-2.9831,104.7527,494,0.02,13.19,37.91,8.11,5.84,6.86,2.12,2023-12-27
-2.9831,104.7527,761.03,0.09,23.31,21.82,11.09,10.61,12.39,3.29,2023-12-27
-2.9831,104.7527,1268.39,2.85,34.96,4.02,14.66,21.12,24.3,4.62,2023-12-27
-2.9831,104.7527,1735.69,10.95,31.87,0.12,15.5,35.31,40.15,5.89,2023-12-27
-2.9831,104.7527,2082.82,19.45,26.39,0,15.5,51.42,56.72,7.03,2023-12-27
-2.9831,104.7527,2323.15,25.7,22.96,0,15.14,66.09,71.45,7.66,2023-12-27
-2.9831,104.7527,2403.26,29.06,20.91,0,14.54,76.64,81.94,8.04,2023-12-27
-2.9831,104.7527,2376.56,29.95,19.36,0,13.59,80.94,85.89,7.79,2023-12-27
-2.9831,104.7527,2243.04,30.85,18.16,0,12.52,77.47,81.49,6.33,2023-12-27
-2.9831,104.7527,2056.12,30.4,17.99,0,12.64,72.08,75.34,6.21,2023-12-27
-2.9831,104.7527,1842.5,27.94,18.16,0,12.52,66.55,69.58,6.46,2023-12-27
-2.9831,104.7527,1535.42,21.01,18.16,0,10.25,55.6,58.25,4.75,2023-12-27
-2.9831,104.7527,1161.58,12.07,18.68,0.05,8.34,40.7,42.8,3.45,2023-12-27
-2.9831,104.7527,841.14,5.53,17.99,0.31,7.15,27.56,29.31,2.63,2023-12-27
-2.9831,104.7527,680.92,3.63,15.59,0.65,6.97,21.1,23.02,2.53,2023-12-27
-2.9831,104.7527,734.33,5.53,14.57,0.67,8.46,21.51,24.22,3.7,2023-12-28
-2.9831,104.7527,947.95,9.95,16.79,1.12,11.44,25.23,28.87,4.69,2023-12-28
-2.9831,104.7527,1134.87,12.96,20.39,2.1,14.31,29.46,34.12,5.51,2023-12-28
-2.9831,104.7527,1174.93,10.51,25.36,4.16,16.21,30.54,35.5,6.14,2023-12-28
-2.9831,104.7527,761.03,1.58,22.96,19.67,11.68,16.84,19.47,3.99,2023-12-28
-2.9831,104.7527,647.54,0.22,20.39,26.11,10.37,11.95,13.7,3.48,2023-12-28
-2.9831,104.7527,627.52,0.06,20.73,26.82,10.49,10.65,12.16,3.39,2023-12-28
-2.9831,104.7527,567.44,0.03,17.14,30.76,9.06,8.74,10.03,2.88,2023-12-28
-2.9831,104.7527,547.41,0.05,15.59,31.83,8.58,7.78,8.97,2.63,2023-12-28
-2.9831,104.7527,567.44,0.07,16.28,30.4,8.94,8.03,9.27,2.56,2023-12-28
-2.9831,104.7527,1081.47,1.69,30.5,11.27,12.76,17.77,20.33,4.31,2023-12-28
-2.9831,104.7527,2056.12,17.21,35.64,0.16,17.4,39.23,44.24,6.14,2023-12-28
-2.9831,104.7527,2910.61,37.1,30.85,0,19.79,66.52,73.81,8.36,2023-12-28
-2.9831,104.7527,3017.43,42.92,27.76,0,18.6,80.95,88.87,8.99,2023-12-28
-2.9831,104.7527,2643.59,38.89,25.7,0,16.21,80.15,87.72,7.92,2023-12-28
-2.9831,104.7527,2349.85,35.76,24.33,0,14.9,78.38,85.31,7.35,2023-12-28
-2.9831,104.7527,2216.34,34.87,23.31,0,13.83,77.76,83.7,6.65,2023-12-28
-2.9831,104.7527,2136.23,36.66,21.93,0,12.52,76.96,81.56,4.81,2023-12-28
-2.9831,104.7527,2109.53,38.89,21.93,0,11.92,78.07,81.54,3.83,2023-12-28
-2.9831,104.7527,2136.23,37.55,23.99,0,11.09,80.7,83.44,3.07,2023-12-28
-2.9831,104.7527,1869.2,28.16,25.02,0,9.54,71.44,73.65,2.28,2023-12-28
-2.9831,104.7527,1375.2,17.21,22.62,0,8.23,52.83,54.59,1.82,2023-12-28
-2.9831,104.7527,921.25,9.5,18.85,0.03,7.87,34.37,35.83,1.68,2023-12-28
-2.9831,104.7527,720.98,7.49,13.88,0.06,7.87,25.04,26.72,2.06,2023-12-28
-2.9831,104.7527,767.71,10.39,10.37,0.08,8.94,24.18,26.81,3.45,2023-12-29
-2.9831,104.7527,1028.06,17.66,10.28,0.18,11.56,28.31,31.93,4.62,2023-12-29
-2.9831,104.7527,1228.33,23.92,11.82,0.23,14.54,30.85,35.05,5.38,2023-12-29
-2.9831,104.7527,1214.98,23.69,14.91,0.44,16.69,28.61,32.8,5.7,2023-12-29
-2.9831,104.7527,574.11,1.55,15.77,16.99,8.82,9.05,10.51,2.44,2023-12-29
-2.9831,104.7527,494,0.19,13.19,27.54,8.23,6.2,7.17,2.06,2023-12-29
-2.9831,104.7527,494,0.2,14.57,32.19,8.58,6.17,7.12,1.92,2023-12-29
-2.9831,104.7527,607.49,0.35,22.28,28.25,12.28,9.21,10.58,2.98,2023-12-29
-2.9831,104.7527,801.09,1.19,32.56,19.49,17.4,14.73,16.83,4.24,2023-12-29
-2.9831,104.7527,934.6,2.15,36.33,14.84,18.84,19.09,21.72,4.12,2023-12-29
-2.9831,104.7527,1028.06,2.32,37.01,8.76,17.88,21.13,24.04,3.48,2023-12-29
-2.9831,104.7527,1041.41,2.88,32.56,3.22,15.5,20.53,23.51,2.88,2023-12-29
-2.9831,104.7527,934.6,2.99,23.99,1.94,12.16,18.46,21.38,2.82,2023-12-29
-2.9831,104.7527,854.49,3.05,17.31,1.9,9.18,18.42,21.68,3.36,2023-12-29
-2.9831,104.7527,961.3,5.59,15.08,0.59,8.94,24.58,28.89,4.69,2023-12-29
-2.9831,104.7527,1174.93,10.17,13.88,0.09,10.49,34.08,39.49,6.84,2023-12-29
-2.9831,104.7527,1361.85,15.42,13.54,0.01,12.16,41.48,47.49,7.85,2023-12-29
-2.9831,104.7527,1308.44,16.76,13.71,0,11.68,38.9,43.8,5.38,2023-12-29
-2.9831,104.7527,1134.87,14.75,14.05,0.01,10.37,34.25,37.84,3.61,2023-12-29
-2.9831,104.7527,934.6,10.51,13.54,0.04,7.75,28.31,30.86,2.47,2023-12-29
-2.9831,104.7527,714.3,6.03,11.31,0.17,5.42,20.57,22.37,1.74,2023-12-29
-2.9831,104.7527,520.71,3.13,9.25,0.62,4.47,13.74,14.99,1.39,2023-12-29
-2.9831,104.7527,413.89,1.9,8.65,1.21,4.59,9.74,10.68,1.3,2023-12-29
-2.9831,104.7527,413.89,2.54,8.31,0.88,4.95,9.67,10.7,1.55,2023-12-29
-2.9831,104.7527,540.73,4.81,8.57,0.47,5.84,12.93,14.54,2.53,2023-12-30
-2.9831,104.7527,774.38,9.39,10.11,0.61,7.87,17.71,20.04,3.48,2023-12-30
-2.9831,104.7527,921.25,12.18,12.51,1.13,9.78,19.66,22.37,3.93,2023-12-30
-2.9831,104.7527,881.2,10.17,14.91,1.94,10.37,17.5,20.13,4.18,2023-12-30
-2.9831,104.7527,420.57,0.44,9.25,17.52,4.95,4.81,5.79,1.65,2023-12-30
-2.9831,104.7527,350.48,0.09,6.6,22.71,4.23,2.94,3.61,1.22,2023-12-30
-2.9831,104.7527,347.14,0.08,6.85,23.25,4.59,2.76,3.4,1.11,2023-12-30
-2.9831,104.7527,390.53,0.2,9.94,19.67,6.62,3.92,4.75,1.46,2023-12-30
-2.9831,104.7527,473.98,0.59,15.08,13.59,9.89,6.32,7.48,1.96,2023-12-30
-2.9831,104.7527,554.08,1.22,18.68,10.01,12.28,8.51,9.92,2.18,2023-12-30
-2.9831,104.7527,988.01,7.38,23.99,2.82,13.35,17.16,19.84,3.1,2023-12-30
-2.9831,104.7527,1815.8,25.48,22.96,0.07,14.54,34.66,39.61,4.69,2023-12-30
-2.9831,104.7527,2483.37,42.02,19.36,0,15.26,56.28,63.96,6.97,2023-12-30
-2.9831,104.7527,2750.4,49.17,16.62,0,15.14,72.84,83.09,8.74,2023-12-30
-2.9831,104.7527,2830.51,52.75,14.22,0,14.31,84.83,95.89,8.87,2023-12-30
-2.9831,104.7527,2777.1,51.86,12,0,12.99,89.81,99.47,8.61,2023-12-30
-2.9831,104.7527,2403.26,44.26,10.02,0,10.85,78.71,86.4,6.97,2023-12-30
-2.9831,104.7527,1789.09,32.19,8.23,0,7.75,55.92,61.1,3.61,2023-12-30
-2.9831,104.7527,1161.58,19.45,7.45,0,5.84,34.45,37.39,2.09,2023-12-30
-2.9831,104.7527,560.76,4.97,8.23,0.33,4.65,14.44,15.81,1.42,2023-12-30
-2.9831,104.7527,383.85,1.9,6.77,0.93,4.05,8.89,9.79,1.3,2023-12-30
-2.9831,104.7527,340.46,1.49,6.17,1.13,4.11,7.6,8.32,1.23,2023-12-30
-2.9831,104.7527,333.79,1.22,6.6,1.54,4.29,7.26,7.9,1.17,2023-12-30
-2.9831,104.7527,357.15,1.59,7.11,1.23,4.77,7.9,8.68,1.38,2023-12-30
-2.9831,104.7527,460.62,3.16,7.8,0.73,5.66,10.5,11.87,2.22,2023-12-31
-2.9831,104.7527,634.19,6.37,9.34,0.68,7.33,13.49,15.44,2.88,2023-12-31
-2.9831,104.7527,714.3,6.82,11.48,1.21,8.34,13.77,15.92,3.1,2023-12-31
-2.9831,104.7527,634.19,3.41,13.19,3.76,8.11,11.43,13.5,3.01,2023-12-31
-2.9831,104.7527,397.21,0.18,6.85,37.91,3.78,4.2,5.09,1.44,2023-12-31
-2.9831,104.7527,333.79,0.11,5.14,43.99,3.25,2.37,2.92,1.17,2023-12-31
-2.9831,104.7527,327.11,0.14,5.31,42.56,3.61,2.07,2.57,1.2,2023-12-31
-2.9831,104.7527,380.52,0.36,8.48,38.27,5.9,3.12,3.8,1.77,2023-12-31
-2.9831,104.7527,460.62,0.62,12,32.54,8.34,5.04,6.06,2.25,2023-12-31
-2.9831,104.7527,507.35,1.08,14.39,29.33,9.42,6.38,7.63,2.06,2023-12-31
-2.9831,104.7527,640.87,0.68,19.71,20.38,9.18,9.04,10.73,2.09,2023-12-31
-2.9831,104.7527,988.01,1.84,27.76,5.68,10.25,16.15,18.89,2.98,2023-12-31
-2.9831,104.7527,1388.55,6.37,29.47,0.68,11.56,28.49,32.86,4.5,2023-12-31
-2.9831,104.7527,1588.82,9.61,28.45,0.12,11.8,39.96,45.44,4.88,2023-12-31
-2.9831,104.7527,1562.12,8.72,28.1,0.11,11.21,44.58,49.18,3.93,2023-12-31
-2.9831,104.7527,1335.14,4.69,28.45,0.6,9.89,40.23,43.52,3.07,2023-12-31
-2.9831,104.7527,1014.71,1.24,24.68,3.17,7.57,28.83,30.93,2.31,2023-12-31
